Ohnolog1	Ohnolog2
VASH2	VASH1
ANGEL2	ANGEL1
PTPN14	PTPN21
GPATCH2	GPATCH2L
TGFB2	TGFB3
TGFB2	TGFB1
TGFB3	TGFB1
HHIPL2	HHIPL1
FAM177B	FAM177A1
TP53BP2	PPP1R13B
PPP1R13B	PPP1R13L
DEGS1	DEGS2
ACBD3	TMED8
PSEN2	PSEN1
GALNT2	GALNT16
GALNT2	GALNT14
GALNT16	GALNT14
TRIM67	TRIM9
TRIM9	TRIM54
TRIM9	TRIM13
TRIM9	TRIM59
TRIM9	RP11-432B6.3
EGLN1	EGLN3
EGLN1	RAB4B-EGLN2
EGLN1	EGLN2
EGLN1	CTC-490E21.12
EGLN3	RAB4B-EGLN2
EGLN3	EGLN2
EGLN3	CTC-490E21.12
RAB4B-EGLN2	RAB4A
PCNX2	PCNX1
PCNX2	PCNX3
PCNX1	PCNX3
SLC35F3	SLC35F4
IRF2BP2	IRF2BPL
IRF2BPL	IRF2BP1
TOMM20	TOMM20L
ARID4B	ARID4A
NID1	NID2
ERO1B	ERO1A
ACTN2	ACTN1
ACTN2	ACTN4
ACTN2	ACTN3
ACTN1	ACTN4
ACTN1	ACTN3
ACTN4	ACTN3
RGS7	RGS6
RGS7	RGS9
RGS9	RGS11
AKT3	AKT1
AKT3	AKT2
AKT1	AKT2
ADSS2	ADSS1
PEX11B	PEX11A
PIAS3	PIAS1
PIAS3	PIAS2
PIAS3	PIAS4
PIAS1	PIAS2
PIAS1	PIAS4
PIAS2	PIAS4
APH1A	APH1B
TARS2	TARS3
TARS2	TARS1
TARS3	TARS1
ADAMTSL4	THSD4
ENSA	ARPP19
ARNT	ARNT2
MINDY1	MINDY2
BNIPL	BNIP2
BNIPL	ATCAY
BNIPL	PRUNE2
BNIP2	ATCAY
BNIP2	PRUNE2
ATCAY	PRUNE2
GABPB2	GABPB1
LYSMD1	LYSMD2
ZNF687	ZNF592
ZNF687	ZNF532
ZNF592	ZNF532
POGZ	ZNF280D
POGZ	ZNF280B
POGZ	ZNF280C
POGZ	ZNF280A
ZNF280D	ZNF280C
CGN	CGNL1
CELF3	CELF6
CELF3	CELF4
CELF3	CELF5
CELF3	RP11-106M3.5
CELF6	CELF4
CELF6	CELF5
CELF4	CELF5
CELF4	RP11-106M3.5
CELF5	RP11-106M3.5
OAZ3	OAZ2
OAZ3	OAZ1
OAZ2	OAZ1
LRRTM2	LRRTM4
LRRTM2	CPN2
LRRTM2	LRG1
LRRTM2	LRRTM1
CRTC2	CRTC3
CRTC2	CRTC1
CRTC3	CRTC1
RPS27	RPS27L
ATP8B2	ATP8B4
ATP8B2	ATP8B1
ATP8B2	ATP8B3
ATP8B4	ATP8B1
ATP8B4	ATP8B3
ATP8B1	ATP8B3
UBE2Q1	UBE2Q2
PYGO2	PYGO1
CLK2	CLK3
CLK2	CLK4
CLK3	CLK4
RHBG	RHCG
RHCG	RHAG
RHAG	RHCE
RHAG	RHD
ISG20L2	AEN
INSRR	IGF1R
INSRR	INSR
IGF1R	INSR
DISP1	DISP2
DISP2	DISP3
ITPKB	ITPKA
ITPKB	ITPKC
ITPKA	ITPKC
TRIM17	TRIM69
TRIM69	TRIM58
RHOU	RHOV
RYR2	RYR3
RYR2	RYR1
RYR3	RYR1
GREM2	GREM1
CELA3B	CTRL
CELA3B	CTRB1
CELA3B	CTRB2
SLC9A1	SLC9A5
SLC9A1	SLC9A3
SLC9A1	SLC9A2
SLC9A1	SLC9A4
SLC9A5	SLC9A3
SLC9A5	SLC9A4
SLC9A5	SLC9A2
SLC9A3	SLC9A4
SLC9A3	SLC9A2
HSD3B2	HSD3B7
HSD3B7	HSD3B1
SLC25A34	SLC25A35
YBX1	YBX2
YBX1	YBX3
YBX2	YBX3
SLC16A10	SLC16A8
SLC16A13	SLC16A8
SLC16A13	SLC16A3
SLC16A3	SLC16A8
SLC16A3	SLC16A11
AP4B1	AP2B1
AP2B1	AP1B1
H3-3A	H3-3B
WNT9A	WNT9B
SYT11	SYT4
RIT1	RIT2
AL590609.1	RPL36
AL355864.1	RPL18A
ZNF658B	ZNF699
ZNF658B	ZNF700
ZNF658B	ZNF433
ZNF658B	ZNF791
ZNF658B	AC008758.1
ZNF658B	ZNF616
ZNF658B	ZNF85
ZNF658B	ZNF528
ZNF658B	ZNF30
ZNF658B	ZNF175
ZNF658B	ZNF43
ZNF658B	ZNF160
ZNF658B	ZNF841
ZNF658B	ZNF347
ZNF658B	ZNF599
ZNF658B	ZNF91
ZNF658B	ZNF836
ZNF658B	ZNF729
ZNF658B	ZNF615
ZNF658B	ZNF14
ZNF658B	ZNF254
ZNF658B	ZNF506
ZNF658B	ZNF665
ZNF658B	ZNF208
ZNF658B	ZNF429
ZNF658B	ZNF443
ZNF658B	ZNF726
ZNF699	PRDM9
ZNF699	ZNF169
ZNF699	ZNF782
ZNF699	ZNF189
ZNF699	ZNF726
ZNF699	ZNF729
ZNF699	ZNF254
ZNF699	ZNF429
ZNF699	ZNF43
ZNF699	ZNF506
ZNF699	ZNF85
ZNF699	ZNF208
ZNF699	ZNF91
ZNF699	ZNF599
ZNF699	ZNF30
ZNF699	ZNF45
ZNF699	ZNF221
ZNF699	ZNF226
ZNF699	ZNF227
ZNF699	ZNF235
ZNF443	ZNF226
ZNF443	ZNF235
ZNF443	ZNF45
ZNF443	ZNF221
ZNF443	ZNF227
ZNF443	ZNF85
ZNF443	ZNF91
ZNF443	ZNF43
ZNF443	ZNF729
ZNF443	ZNF429
ZNF443	ZNF726
ZNF443	ZNF30
ZNF443	ZNF208
ZNF443	ZNF506
ZNF443	ZNF189
ZNF443	ZNF599
ZNF443	ZNF254
ZNF791	PRDM9
ZNF791	ZNF169
ZNF791	ZNF782
ZNF791	ZNF189
ZNF791	ZNF726
ZNF791	ZNF729
ZNF791	ZNF429
ZNF791	ZNF43
ZNF791	ZNF254
ZNF791	ZNF506
ZNF791	ZNF85
ZNF791	ZNF208
ZNF791	ZNF91
ZNF791	ZNF599
ZNF791	ZNF30
ZNF791	ZNF45
ZNF791	ZNF221
ZNF791	ZNF226
ZNF791	ZNF227
ZNF791	ZNF235
ZNF841	ZNF12
ZNF841	ZNF287
ZNF841	ZNF624
ZNF841	ZNF630
ZNF841	ZNF41
ZNF841	ZNF182
ZNF841	ZNF569
ZNF841	ZNF540
ZNF841	ZNF607
ZNF841	ZNF420
ZNF841	ZNF571
ZNF841	ZNF169
ZNF841	ZNF782
ZNF841	ZNF189
ZNF841	ZNF14
ZNF841	ZNF506
ZNF841	ZNF85
ZNF841	ZNF429
ZNF841	ZNF208
ZNF841	ZNF729
ZNF841	ZNF91
ZNF841	ZNF599
ZNF841	ZNF30
ZNF841	ZNF567
ZNF841	ZNF585A
ZNF841	ZNF875
ZNF841	ZNF573
ZNF841	ZNF780A
ZNF841	ZNF254
ZNF841	ZNF43
ZNF841	ZNF726
ZNF841	ZNF568
ZNF347	ZNF12
ZNF347	ZNF569
ZNF347	ZNF540
ZNF347	ZNF214
ZNF347	ZNF14
ZNF347	ZNF506
ZNF347	ZNF85
ZNF347	ZNF429
ZNF347	ZNF208
ZNF347	ZNF729
ZNF347	ZNF91
ZNF347	ZNF599
ZNF347	ZNF30
ZNF347	ZNF567
ZNF347	ZNF420
ZNF347	ZNF585A
ZNF347	ZNF875
ZNF347	ZNF571
ZNF347	ZNF573
ZNF347	ZNF780A
ZNF347	ZNF568
ZNF347	ZNF43
ZNF347	ZNF726
ZNF347	ZNF254
ZNF347	ZNF607
AC008758.1	PRDM9
AC008758.1	ZNF169
AC008758.1	ZNF782
AC008758.1	ZNF189
AC008758.1	ZNF254
AC008758.1	ZNF726
AC008758.1	ZNF429
AC008758.1	ZNF43
AC008758.1	ZNF506
AC008758.1	ZNF85
AC008758.1	ZNF208
AC008758.1	ZNF729
AC008758.1	ZNF91
AC008758.1	ZNF599
AC008758.1	ZNF30
AC008758.1	ZNF45
AC008758.1	ZNF221
AC008758.1	ZNF226
AC008758.1	ZNF227
AC008758.1	ZNF235
ZNF433	PRDM9
ZNF433	ZNF169
ZNF433	ZNF782
ZNF433	ZNF189
ZNF433	ZNF43
ZNF433	ZNF254
ZNF433	ZNF726
ZNF433	ZNF14
ZNF433	ZNF506
ZNF433	ZNF85
ZNF433	ZNF429
ZNF433	ZNF208
ZNF433	ZNF729
ZNF433	ZNF91
ZNF433	ZNF599
ZNF433	ZNF30
ZNF433	ZNF45
ZNF433	ZNF221
ZNF433	ZNF226
ZNF433	ZNF227
ZNF433	ZNF235
ZNF616	ZNF12
ZNF616	ZNF287
ZNF616	ZNF624
ZNF616	ZNF630
ZNF616	ZNF41
ZNF616	ZNF182
ZNF616	ZNF169
ZNF616	ZNF782
ZNF616	ZNF189
ZNF616	ZNF14
ZNF616	ZNF506
ZNF616	ZNF85
ZNF616	ZNF429
ZNF616	ZNF43
ZNF616	ZNF208
ZNF616	ZNF729
ZNF616	ZNF91
ZNF616	ZNF599
ZNF616	ZNF30
ZNF616	ZNF567
ZNF616	ZNF568
ZNF616	ZNF420
ZNF616	ZNF585A
ZNF616	ZNF875
ZNF616	ZNF569
ZNF616	ZNF571
ZNF616	ZNF540
ZNF616	ZNF607
ZNF616	ZNF573
ZNF616	ZNF780A
ZNF616	ZNF254
ZNF616	ZNF726
ZNF615	ZNF12
ZNF615	ZNF287
ZNF615	ZNF624
ZNF615	ZNF630
ZNF615	ZNF41
ZNF615	ZNF182
ZNF615	ZNF569
ZNF615	ZNF540
ZNF615	ZNF169
ZNF615	ZNF782
ZNF615	ZNF189
ZNF615	ZNF14
ZNF615	ZNF506
ZNF615	ZNF85
ZNF615	ZNF429
ZNF615	ZNF208
ZNF615	ZNF729
ZNF615	ZNF91
ZNF615	ZNF599
ZNF615	ZNF30
ZNF615	ZNF567
ZNF615	ZNF420
ZNF615	ZNF585A
ZNF615	ZNF875
ZNF615	ZNF571
ZNF615	ZNF573
ZNF615	ZNF780A
ZNF615	ZNF568
ZNF615	ZNF726
ZNF615	ZNF254
ZNF615	ZNF43
ZNF615	ZNF607
ZNF665	ZNF12
ZNF665	ZNF569
ZNF665	ZNF540
ZNF665	ZNF607
ZNF665	ZNF420
ZNF665	ZNF571
ZNF665	ZNF14
ZNF665	ZNF506
ZNF665	ZNF85
ZNF665	ZNF429
ZNF665	ZNF208
ZNF665	ZNF729
ZNF665	ZNF91
ZNF665	ZNF599
ZNF665	ZNF30
ZNF665	ZNF567
ZNF665	ZNF585A
ZNF665	ZNF875
ZNF665	ZNF573
ZNF665	ZNF254
ZNF665	ZNF568
ZNF665	ZNF726
ZNF665	ZNF43
ZNF665	ZNF780A
ZNF700	PRDM9
ZNF700	ZNF782
ZNF700	ZNF189
ZNF700	ZNF43
ZNF700	ZNF429
ZNF700	ZNF726
ZNF700	ZNF254
ZNF700	ZNF14
ZNF700	ZNF506
ZNF700	ZNF85
ZNF700	ZNF208
ZNF700	ZNF729
ZNF700	ZNF91
ZNF700	ZNF599
ZNF700	ZNF30
ZNF700	ZNF45
ZNF700	ZNF221
ZNF700	ZNF226
ZNF700	ZNF227
ZNF700	ZNF235
ZNF175	ZNF12
ZNF175	ZNF287
ZNF175	ZNF624
ZNF175	ZNF630
ZNF175	ZNF41
ZNF175	ZNF182
ZNF175	ZNF569
ZNF175	ZNF540
ZNF175	ZNF607
ZNF175	ZNF420
ZNF175	ZNF571
ZNF175	ZNF568
ZNF175	ZNF567
ZNF175	ZNF585A
ZNF175	ZNF169
ZNF175	ZNF782
ZNF175	ZNF189
ZNF175	ZNF506
ZNF175	ZNF14
ZNF175	ZNF254
ZNF175	ZNF573
ZNF175	ZNF30
ZNF175	ZNF599
ZNF175	ZNF91
ZNF175	ZNF208
ZNF175	ZNF85
ZNF175	ZNF43
ZNF175	ZNF726
ZNF175	ZNF729
ZNF175	ZNF780A
ZNF175	ZNF875
ZNF175	ZNF429
ZNF836	ZNF12
ZNF836	ZNF287
ZNF836	ZNF624
ZNF836	ZNF630
ZNF836	ZNF41
ZNF836	ZNF182
ZNF836	ZNF569
ZNF836	ZNF540
ZNF836	ZNF607
ZNF836	ZNF420
ZNF836	ZNF571
ZNF836	ZNF169
ZNF836	ZNF782
ZNF836	ZNF189
ZNF836	ZNF14
ZNF836	ZNF506
ZNF836	ZNF85
ZNF836	ZNF208
ZNF836	ZNF91
ZNF836	ZNF599
ZNF836	ZNF30
ZNF836	ZNF567
ZNF836	ZNF875
ZNF836	ZNF573
ZNF836	ZNF729
ZNF836	ZNF780A
ZNF836	ZNF43
ZNF836	ZNF429
ZNF836	ZNF568
ZNF836	ZNF726
ZNF836	ZNF585A
ZNF836	ZNF254
ZNF528	ZNF12
ZNF528	ZNF287
ZNF528	ZNF624
ZNF528	ZNF630
ZNF528	ZNF41
ZNF528	ZNF182
ZNF528	ZNF169
ZNF528	ZNF782
ZNF528	ZNF189
ZNF528	ZNF14
ZNF528	ZNF506
ZNF528	ZNF85
ZNF528	ZNF208
ZNF528	ZNF91
ZNF528	ZNF599
ZNF528	ZNF875
ZNF528	ZNF780A
ZNF528	ZNF585A
ZNF528	ZNF573
ZNF528	ZNF567
ZNF528	ZNF30
ZNF528	ZNF729
ZNF528	ZNF420
ZNF528	ZNF568
ZNF528	ZNF540
ZNF528	ZNF607
ZNF528	ZNF726
ZNF528	ZNF571
ZNF528	ZNF569
ZNF528	ZNF429
ZNF528	ZNF43
ZNF528	ZNF254
ZNF701	ZNF214
ZNF160	ZNF12
ZNF160	ZNF569
ZNF160	ZNF540
ZNF160	ZNF607
ZNF160	ZNF14
ZNF160	ZNF506
ZNF160	ZNF85
ZNF160	ZNF208
ZNF160	ZNF91
ZNF160	ZNF599
ZNF160	ZNF30
ZNF160	ZNF571
ZNF160	ZNF429
ZNF160	ZNF780A
ZNF160	ZNF875
ZNF160	ZNF420
ZNF160	ZNF585A
ZNF160	ZNF567
ZNF160	ZNF43
ZNF160	ZNF573
ZNF160	ZNF729
ZNF160	ZNF726
ZNF160	ZNF568
ZNF160	ZNF254
ZNF12	ZNF197
ZNF12	ZNF226
ZNF12	ZNF569
ZNF12	ZNF540
ZNF12	ZNF607
ZNF12	ZNF420
ZNF12	ZNF571
ZNF12	ZNF568
ZNF12	ZNF567
ZNF12	ZNF235
ZNF12	ZNF585A
ZNF12	ZNF875
ZNF12	ZNF573
ZNF12	ZNF45
ZNF12	ZNF780A
ZNF12	ZNF221
ZNF12	ZNF227
ZNF287	ZNF197
ZNF287	ZNF33A
ZNF287	ZNF605
ZNF287	ZNF84
ZNF287	ZNF420
ZNF287	ZNF599
ZNF287	ZNF573
ZNF287	ZNF585A
ZNF287	ZNF567
ZNF287	ZNF875
ZNF287	ZNF569
ZNF287	ZNF607
ZNF287	ZNF571
ZNF287	ZNF540
ZNF287	ZNF568
ZNF287	ZNF780A
ZNF287	ZNF30
ZNF287	ZNF337
ZNF287	ZNF182
ZNF287	ZNF630
ZNF287	ZNF41
ZNF624	ZNF197
ZNF624	ZNF33A
ZNF624	ZNF605
ZNF624	ZNF84
ZNF624	ZNF875
ZNF624	ZNF599
ZNF624	ZNF567
ZNF624	ZNF571
ZNF624	ZNF30
ZNF624	ZNF780A
ZNF624	ZNF569
ZNF624	ZNF585A
ZNF624	ZNF420
ZNF624	ZNF607
ZNF624	ZNF540
ZNF624	ZNF568
ZNF624	ZNF573
ZNF624	ZNF337
ZNF624	ZNF630
ZNF624	ZNF41
ZNF624	ZNF182
ZNF337	ZNF197
ZNF337	ZNF184
ZNF337	ZNF33A
ZNF337	ZNF599
ZNF337	ZNF30
ZNF337	ZNF567
ZNF337	ZNF568
ZNF337	ZNF420
ZNF337	ZNF585A
ZNF337	ZNF875
ZNF337	ZNF569
ZNF337	ZNF571
ZNF337	ZNF540
ZNF337	ZNF607
ZNF337	ZNF573
ZNF337	ZNF780A
BEST4	BEST2
PRDX1	PRDX2
MKNK1	MKNK2
CYP4B1	CYP4F3
CYP4B1	CYP4F2
CYP4B1	CYP4F11
CYP4B1	CYP4F8
CYP4B1	CYP4F12
CYP4F3	CYP4A11
CYP4F3	CYP4X1
CYP4F3	CYP4A22
CYP4F2	CYP4A11
CYP4F2	CYP4X1
CYP4F2	CYP4A22
CYP4F11	CYP4A11
CYP4F11	CYP4Z1
CYP4F8	CYP4A11
CYP4F8	CYP4X1
CYP4F8	CYP4Z1
CYP4F12	CYP4A11
CYP4F12	CYP4Z1
CYP4A11	CYP4F22
CYP4Z1	CYP4F22
TAL1	LYL1
ELAVL4	ELAVL3
ELAVL4	ELAVL1
ELAVL4	ELAVL2
ELAVL3	ELAVL2
ELAVL3	ELAVL1
ELAVL1	ELAVL2
EPS15	EPS15L1
CC2D1B	CC2D1A
PODN	PODNL1
SLC1A4	SLC1A5
YIPF1	YIPF2
TMEM59	TMEM59L
JUN	JUNB
JUN	JUND
JUNB	JUND
KANK4	KANK2
KANK4	KANK3
KANK2	KANK1
KANK3	KANK1
ATG4C	ATG4D
RAVER2	RAVER1
RAVER2	CTD-2369P2.12
GIPC2	GIPC1
GIPC2	GIPC3
GIPC1	GIPC3
ADGRL4	ADGRE3
ADGRL4	ADGRL1
ADGRL4	ADGRE5
ADGRL4	ADGRL3
ADGRL4	ADGRE2
ADGRL4	ADGRE1
ADGRE3	ADGRE1
ADGRE3	ADGRL2
ADGRE3	ADGRL3
ADGRL1	ADGRL2
ADGRL1	ADGRL3
ADGRE5	ADGRD1
ADGRE5	ADGRL2
ADGRE5	ADGRL3
ADGRE1	ADGRE2
ADGRE1	ADGRL2
ADGRE1	ADGRL3
ADGRL2	ADGRL3
ADGRL2	ADGRE2
ADGRL3	ADGRE2
ADGRD1	ADGRE2
DNASE2B	DNASE2
MCOLN2	MCOLN1
MCOLN1	MCOLN3
SYDE2	SYDE1
EPHX4	EPHX3
EVI5	EVI5L
TMED5	TMED1
ARHGAP29	GMIP
ARHGAP29	ARHGAP45
GMIP	ARHGAP45
NOTCH2	NOTCH3
NOTCH2	NOTCH1
NOTCH3	NOTCH1
GATAD2B	GATAD2A
SLC39A1	SLC39A3
ZBTB7B	ZBTB7A
ARHGEF2	ARHGEF18
ARHGEF2	ARHGEF28
ARHGEF2	AKAP13
ARHGEF2	CTD-2207O23.3
ARHGEF18	ARHGEF28
ARHGEF18	AKAP13
NAXE	NDUFA13
NAXE	YJEFN3
ETV3	ETF1
CADM2	CADM4
USF1	USF2
TOMM40L	TOMM40
STX6	STX10
HSD11B1	HSD11B1L
KCTD3	SHKBP1
COQ8A	COQ8B
ST14	TMPRSS7
ST14	TMPRSS6
ST14	CORIN
RAB4A	RAB4B
ZBTB17	ZBTB46
ZBTB46	ZBTB10
ZBTB46	ZBTB8B
ZBTB46	RP1-27O5.3
ZBTB46	ZBTB8A
CROCC	CEP250
CEP250	GCC2
HTR4	DRD5
HTR4	ADRA1A
HTR4	TAAR5
HTR4	TAAR2
HTR4	TAAR1
HTR4	TAAR6
HTR4	TAAR9
HTR4	TAAR8
ADRB2	ADRB3
ADRB2	ADRB1
DRD1	DRD5
DRD1	ADRA1A
HRH2	DRD5
HRH2	ADRB3
HRH2	ADRA1A
HRH2	ADRB1
ADRA1A	DRD5
PDIK1L	STK35
MC5R	MC4R
MC5R	MC1R
MC4R	MC1R
MC4R	MC2R
GMEB1	GMEB2
SSTR2	SSTR3
SRSF4	SRSF6
SRSF4	SRSF5
GDF7	GDF6
GDF7	BMP2
RIMS3	RIMS4
HAO2	HAO1
CLIC2	CLIC3
TMEM50A	TMEM50B
CLDN20	CLDN17
KCNJ3	KCNJ2
KCNJ3	KCNJ18
KCNJ3	KCNJ16
KCNJ3	KCNJ15
KCNJ3	KCNJ10
KCNJ3	KCNJ1
MOV10	MOV10L1
NR0B2	NR0B1
RPA2	RPA4
RBBP4	RBBP7
INPP5B	OCRL
CTPS1	CTPS2
SLC35A3	SLC35A2
SH2D1B	SH2D1A
SEMA3G	SEMA3E
SEMA3G	SEMA3A
SEMA3G	SEMA3D
SEMA3G	SEMA3C
SEMA3F	SEMA3D
SEMA3F	SEMA3C
SEMA3F	SEMA3E
SEMA3F	SEMA3A
RGPD1	RGPD4
RGPD1	RGPD3
RGPD4	RGPD2
RGPD3	RGPD2
SCTR	PTH2R
SCTR	VIPR1
SCTR	GHRHR
SCTR	ADCYAP1R1
SCTR	VIPR2
SCTR	GIPR
SCTR	PTH1R
PTH2R	VIPR1
PTH2R	VIPR2
PTH2R	ADCYAP1R1
PTH2R	CALCR
PTH2R	GHRHR
PTH2R	GCGR
PTH2R	GIPR
PTH2R	PTH1R
VIPR1	CALCRL
VIPR1	GLP1R
VIPR1	GHRHR
VIPR1	VIPR2
VIPR1	CRHR2
VIPR1	GLP2R
VIPR1	CRHR1
VIPR1	GCGR
VIPR2	CRHR1
VIPR2	GLP2R
GIPR	GLP1R
CALCR	CALCRL
CALCR	GLP1R
TUBA3D	TUBA4A
TUBA3D	TUBA1C
TUBA4A	TUBA1C
TUBA4A	TUBA1B
TUBA4A	TUBA1A
CYP27A1	CYP27C1
CYP27A1	CYP11B1
CYP27A1	CYP11B2
CYP27A1	CYP27B1
CYP27A1	CYP24A1
CYP27C1	CYP27B1
CYP27C1	CYP11B2
CYP27C1	CYP11B1
CYP27C1	CYP11A1
CYP11B1	CYP24A1
CYP11B1	CYP27B1
CYP11B2	CYP24A1
CYP11B2	CYP27B1
CYP27B1	CYP11A1
CYP24A1	CYP11A1
PCBP1	PCBP4
PCBP1	PCBP3
PCBP4	PCBP2
PCBP4	PCBP3
PCBP2	PCBP3
SLC4A5	SLC4A7
SLC4A5	SLC4A4
SLC4A5	SLC4A9
SLC4A7	SLC4A10
SLC4A7	SLC4A8
SLC4A4	SLC4A9
SLC4A10	SLC4A8
DNAH6	DNAH1
DNAH6	DNAH11
DNAH6	DNAH9
DNAH6	DNAH2
DNAH1	DNAH5
DNAH1	DNAH8
DNAH9	DNAH17
DNAH2	DNAH17
DNAH8	DNAH7
CAPG	VILL
CAPG	SCIN
CAPG	GSN
VILL	VIL1
VILL	SCIN
VILL	AVIL
SCIN	VIL1
SCIN	AVIL
VIL1	GSN
VIL1	AVIL
CHST10	CHST13
CHST10	CHST11
CHST13	CHST12
CHST13	CHST11
CHST13	CHST8
CHST8	CHST9
MAP4K4	TNIK
MAP4K4	MINK1
TNIK	MINK1
IL1RL1	IL1RAP
IL1RL1	IL1RAPL2
IL1RAP	IL18R1
IL1RAP	IL18RAP
IL1RAP	IL1RAPL1
IL1RAP	IL1RAPL2
IL1RAPL2	IL18R1
IL1RAPL2	IL18RAP
IL1RAPL2	IL1RAPL1
NCK2	NCK1
ST6GAL2	ST6GAL1
MALL	CMTM8
CMTM8	PLLP
CALCRL	GLP1R
CRHR2	CRHR1
TFCP2L1	UBP1
TFCP2L1	TFCP2
UBP1	TFCP2
CLASP1	CLASP2
RAB6C	RAB6B
RAB6B	RAB6A
RAB6B	RAB41
RAB6A	RAB41
R3HDM1	ARPP21
R3HDM1	R3HDM2
R3HDM1	RP11-123K3.4
ARPP21	R3HDM2
ARPP21	RP11-123K3.4
CXCR4	CCR4
CXCR4	AGTR1
CXCR4	CX3CR1
CXCR4	CCR9
CXCR4	CCR8
CXCR4	CCR3
CXCR4	APLNR
CXCR4	CCR7
CCR4	CXCR2
CCR4	CXCR1
CCR4	ACKR3
CCR4	AGTR1
CCR4	CCR6
CCR4	CMKLR1
CCR4	CCR10
CCR4	CXCR3
CCR4	LPAR4
AGTR1	CX3CR1
AGTR1	GPR15
AGTR1	CCR9
AGTR1	CMKLR1
AGTR1	FPR3
AGTR1	AGTR2
AGTR1	GPR25
AGTR1	GPR182
AGTR1	ACKR3
AGTR1	BDKRB2
CX3CR1	CCR6
CX3CR1	CMKLR1
CX3CR1	CCR7
CCR9	CCR6
CCR9	CCR7
CCR8	CCR6
CCR8	CCR7
CCR3	CCR6
CCR3	CCR7
APLNR	CMKLR1
APLNR	GPR25
CCR7	CCR2
CCR7	CCR1
CXCR2	CCR2
CXCR2	ACKR2
CXCR2	CCR10
CXCR2	LPAR4
CXCR2	CXCR3
CXCR1	CCR2
CXCR1	ACKR2
CXCR1	GPR15
CXCR1	CCR10
CXCR1	LPAR4
CXCR1	CXCR3
ACKR3	CCR2
ACKR3	ACKR2
ACKR3	CXCR3
ACKR3	AGTR2
ACKR3	GPR182
CCR6	AGTR2
CMKLR1	FPR1
CCR10	CCR2
CCR10	ACKR2
CXCR3	CCR2
CXCR3	ACKR2
LPAR4	LPAR6
ACVR2A	TGFBR2
ACVR2A	ACVR2B
RBMS1	RBMS3
RBMS1	RBMS2
RBMS3	RBMS2
TBR1	EOMES
TBR1	TBX21
EOMES	TBX21
KCNH7	KCNH8
KCNH7	KCNH2
KCNH7	KCNH3
KCNH7	KCNH6
KCNH7	KCNH4
KCNH8	KCNH2
KCNH8	KCNH3
KCNH8	KCNH6
KCNH8	KCNH4
KCNH2	KCNH3
KCNH2	KCNH4
KCNH2	KCNH6
KCNH3	KCNH4
KCNH3	KCNH6
SCN3A	SCN10A
SCN3A	SCN5A
SCN3A	SCN11A
SCN3A	SCN8A
SCN3A	SCN4A
SCN10A	SCN2A
SCN10A	SCN1A
SCN10A	SCN9A
SCN10A	SCN7A
SCN10A	SCN8A
SCN10A	SCN4A
SCN5A	SCN2A
SCN5A	SCN1A
SCN5A	SCN9A
SCN5A	SCN7A
SCN5A	SCN8A
SCN5A	SCN4A
SCN11A	SCN2A
SCN11A	SCN1A
SCN11A	SCN9A
SCN11A	SCN7A
SCN11A	SCN8A
SCN8A	SCN2A
SCN8A	SCN1A
SCN8A	SCN9A
SCN8A	SCN7A
SCN8A	SCN4A
SCN4A	SCN2A
SCN4A	SCN1A
SCN4A	SCN9A
SCN4A	SCN7A
CSRNP3	CSRNP1
CSRNP3	CSRNP2
CSRNP1	CSRNP2
TTC21B	TTC21A
STK39	OXSR1
GORASP2	GORASP1
ITGA6	ITGA9
ITGA6	ITGA7
ITGA6	ITGA3
ITGA9	ITGA4
ITGA9	ITGA7
ITGA9	ITGA3
ITGA7	ITGA3
ANKRD44	ANKRD28
ANKRD44	INVS
ANKRD44	ANKRD52
ANKRD28	ANKRD52
BOLL	DAZL
PLCL1	PLCL2
SATB2	SATB1
TRAK2	TRAK1
TRAK2	HAP1
TRAK1	HAP1
ALS2	ALS2CL
NBEAL1	NBEAL2
MYL1	MYL3
MYL1	MYL6B
MYL1	MYL6
MYL1	MYL4
MYL3	MYL6B
MYL3	MYL6
MYL3	MYL4
MYL6B	MYL4
MYL6	MYL4
RUFY4	FYCO1
CTDSP1	CTDSPL
CTDSP1	CTDSP2
CTDSPL	CTDSP2
PLCD4	PLCD1
PLCD4	PLCD3
PLCD1	PLCD3
GLB1L	GLB1
GLB1L	GLB1L3
GLB1L	GLB1L2
GLB1	GLB1L3
GLB1	GLB1L2
DNAJB2	DNAJB8
DNAJB2	DNAJB6
DNAJB2	DNAJB7
NMUR1	GHSR
NMUR1	MLNR
NMUR1	NTSR1
GHSR	NMUR2
NTSR1	NTSR2
COL6A3	COL6A6
MLPH	MYRIP
ARHGAP25	ARHGAP24
ARHGAP25	ARHGAP22
ARHGAP24	ARHGAP22
ANTXR1	ANTXR2
ANTXR1	ANTXRL
ANTXR2	ANTXRL
ANXA4	ANXA5
ANXA4	ANXA3
ANXA4	ANXA6
ANXA4	ANXA13
ANXA4	ANXA7
ANXA4	ANXA11
ANXA4	ANXA1
ANXA5	ANXA3
ANXA5	ANXA6
ANXA5	ANXA7
ANXA5	ANXA11
ANXA3	ANXA6
ANXA3	ANXA11
ANXA3	ANXA2
ANXA6	ANXA11
ANXA13	ANXA7
ANXA13	ANXA11
ANXA11	ANXA1
ANXA2	ANXA1
MXD1	MXD4
MXD1	MXD3
MXD1	MXI1
MXD4	MXD3
MXD4	MXI1
MXD3	MXI1
