TOTAL # GENES:		7822
TOTAL # COUPLES:	9602
KRT18	KRT17P2
KRT18	KRT9
KRT18	KRT14
KRT18	GFAP
KRT18	KRT15
KRT18	KRT19
KRT18	KRT10
KRT18	KRT23
KRT18	KRT16
KRT4	KRT17P2
KRT4	KRT15
KRT4	KRT16
KRT4	KRT10
KRT4	KRT19
KRT4	KRT33A
KRT4	GFAP
KRT4	KRT14
KRT6A	KRT19
KRT6A	KRT15
KRT6A	KRT16
KRT6A	GFAP
KRT6A	KRT17P2
KRT6A	KRT14
KRT6A	KRT10
KRT6A	KRT33A
KRT6C	KRT19
KRT6C	GFAP
KRT6C	KRT15
KRT6C	KRT17P2
KRT6C	KRT10
KRT6C	KRT33A
KRT6C	KRT14
KRT6C	KRT16
KRT86	KRT16
KRT86	KRT14
KRT86	KRT10
KRT86	KRT19
KRT86	KRT15
KRT86	KRT17P2
KRT6B	KRT15
KRT6B	KRT14
KRT6B	GFAP
KRT6B	KRT19
KRT6B	KRT16
KRT6B	KRT17P2
KRT6B	KRT10
KRT6B	KRT33A
KRT79	KRT10
KRT79	KRT15
KRT79	GFAP
KRT79	KRT16
KRT79	KRT14
KRT79	KRT19
KRT79	KRT17P2
KRT75	KRT15
KRT75	KRT16
KRT75	KRT19
KRT75	KRT33A
KRT75	GFAP
KRT75	KRT14
KRT75	KRT10
KRT75	KRT17P2
KRT5	KRT33A
KRT5	KRT16
KRT5	KRT15
KRT5	GFAP
KRT5	KRT10
KRT5	KRT17P2
KRT5	KRT19
KRT5	KRT14
KRT7	KRT33A
KRT7	KRT19
KRT7	KRT10
KRT7	KRT15
KRT7	KRT16
KRT7	KRT14
KRT7	GFAP
KRT7	KRT17P2
KRT83	KRT17P2
KRT83	KRT10
KRT83	KRT19
KRT83	KRT14
KRT83	KRT15
KRT83	KRT16
KRT19	INA
KRT15	INA
KRT17P2	INA
KRT14	INA
KRT16	INA
KRT10	INA
COL4A1	COL4A6
COL4A2	COL4A5
COL4A2	COL4A6
CBWD2	CBWD6
GALNT3	GALNT12
GALNT3	GALNT6
GALNT12	GALNT6
TMEFF2	MSANTD3
B3GNT3	B3GNT2
B3GNT3	B3GNT4
TIA1	TIAL1
VAX2	VAX1
CYP26B1	CYP26A1
TET3	TET1
RTKN	RTKN2
CNNM4	CNNM1
CNNM4	CNNM2
CNNM1	CNNM3
CNNM2	CNNM3
ANKRD23	ANKRD1
ANKRD23	ANKRD2
C1QTNF4	C1QTNF6
DBI	ACBD7
ARHGAP15	ARHGAP12
ARHGAP15	ARHGAP9
ARHGAP12	ARHGAP9
ARL5A	ARL5C
ARL5B	ARL5C
ITGA5	ITGA2B
MPP3	DLG1
MPP3	MPP2
MPP3	LLGL1
PARD3B	PARD3
NRP2	NRP1
CREM	ATF1
CCNYL1	CCNYL2
EHD3	EHD1
EHD3	EHD4
EHD3	EHD2
EHD1	EHD4
EHD1	EHD2
EHD4	EHD2
LTBP1	LTBP3
LTBP1	LTBP2
LTBP1	LTBP4
LTBP3	LTBP2
LTBP3	LTBP4
LTBP2	LTBP4
RASGRP2	RASGRP1
MAP4K3	MAP4K2
MAP4K3	MAP4K1
MAP4K2	MAP4K5
MAP4K2	MAP4K1
MAP4K5	MAP4K1
EML4	EML3
EML4	EML5
EML4	EML2
EML3	EML6
EML3	EML1
EML3	EML5
EML3	EML2
EML1	EML6
NRXN1	NRXN2
NRXN2	NRXN3
CCDC88A	CCDC88B
CCDC88A	CCDC88C
CCDC88B	CCDC88C
EFEMP2	FBLN5
EFEMP2	FBLN1
PELI3	PELI2
RAB1A	RAB1B
PKP4	CTNND1
CYBRD1	CYB561A3
CYB561A3	CYB561
NEU2	NEU3
NEU3	NEU4
INPP5D	INPPL1
AQP12B	AQP11
AQP11	AQP12A
ANO7	ANO1
ANO7	ANO2
ANO7	ANO6
ANO1	ANO5
ANO1	ANO6
ANO1	ANO4
ANO2	ANO5
ANO2	ANO3
ANO2	ANO6
ANO6	ANO4
ADIPOQ	C1QTNF8
LRP1	LRP2
RND3	RND1
RND1	RND2
PRPF40A	PRPF40B
DHRS9	SDR9C7
DHRS9	RDH5
DHRS9	RDH16
DHRS9	HSD17B6
SDR9C7	BDH1
RDH5	BDH1
RDH16	BDH1
HSD17B6	BDH1
ATP5MC3	ATP5MC2
ATP5MC3	ATP5MC1
ATP5MC2	ATP5MC1
AC079305.1	NFE2
AC079305.1	NFE2L1
PRKRA	TARBP2
ZNF385B	ZNF385A
ZNF385A	ZNF385D
ORMDL2	ORMDL3
MSTN	GDF11
GLS	GLS2
STAT1	STAT5A
STAT1	STAT5B
STAT2	STAT5B
STAT2	STAT5A
STAT6	STAT5A
STAT5A	STAT4
STAT5B	STAT4
MYO1A	MYO1H
NABP1	NABP2
SPATS2L	SPATS2
METTL21A	EEF1AKMT3
SLC11A1	SLC11A2
WNT10A	WNT10B
ING5	ING1
CKAP2L	CKAP2
PROC	F7
PROC	F10
F10	PRSS3
F10	F9
PRSS3	PRSS1
PRSS3	PRSS3P4
PRSS3	KLK5
ITM2C	ITM2A
ITM2B	ITM2A
FARP2	FRMD7
RHOQ	RHOJ
CALM2	CALM1
CALM2	CALM3
CALM1	CALM3
TSHR	RXFP1
ACYP2	ACYP1
AHSA2P	AHSA1
OTX1	CRX
PLEK	PLEK2
FAM98A	FAM98C
FAM98B	FAM98C
CHAC2	CHAC1
MEIS1	MEIS2
MEIS2	MEIS3P1
MEIS3P1	PKNOX2
MEIS3P1	MEIS3P2
MEIS3P1	PKNOX1
MERTK	TYRO3
MERTK	AXL
TYRO3	AXL
TMEM87B	TMEM87A
MGAT5	MGAT5B
LY75	MRC2
MRC2	PLA2R1
IFIH1	DHX58
G6PC2	G6PC1
G6PC2	G6PC3
STRADB	AC046185.1
DLG1	MPP2
DLG1	LLGL1
MPP2	LLGL1
MPP2	MPP6
KANSL1L	KANSL1
GREB1	GREB1L
GAREM2	GAREM1
ABHD1	ABHD3
CLIP4	CLIP3
B3GNT2	B3GNT8
B3GNT8	B3GALT1
ACTR2	AC078899.1
PKNOX2	MEIS3P2
ZC3H6	ZC3H4
DNMT3A	DNMT3B
TRPM8	TRPM2
TRPM4	TRPM7
RABL2A	RABL2B
SOWAHC	SOWAHD
SOWAHD	SOWAHA
AMMECR1L	AMMECR1
ABCB6	ABCB7
CPNE9	CPNE4
CPNE9	CPNE2
CPNE4	CPNE3
CPNE4	CPNE8
CPNE4	CPNE2
CPNE5	CPNE3
CPNE5	CPNE6
CPNE8	CPNE3
CPNE8	CPNE2
CPNE8	CPNE7
CPNE2	CPNE3
CPNE2	CPNE6
CPNE2	CPNE7
CPNE3	CPNE6
CPNE3	CPNE7
SEC22C	SEC22A
LIMD1	LPP
LIMD1	TRIP6
LIMD1	ZYX
LIMD1	AJUBA
LPP	ZYX
TRIP6	ZYX
AJUBA	WTIP
SOX14	SOX2
SOX14	SOX1
RPL39L	RPL39P5
RPL39L	RPL39
RPL39P5	RPL39
AC097637.1	TLR3
TLR3	LRRC32
TKTL2	TKTL1
ZNF197	PRDM9
ZNF197	ZNF184
ZNF197	ZNF41
ZNF197	ZNF630
ZNF197	ZNF182
ZNF41	ZNF33A
ZNF630	ZNF860
ZNF630	ZNF3
ZNF630	ZNF33A
ZNF630	ZNF286A
ZNF630	ZNF577
ZNF182	ZNF33A
C1QTNF8	C1QTNF6
FGF12	FGF1
FGF12	FGF3
FGF12	FGF6
FGF12	FGF11
FGF12	FGF16
FGF1	FGF5
FGF1	FGF20
FGF1	FGF3
FGF1	FGF9
FGF1	FGF14
FGF1	FGF13
FGF1	FGF16
FGF3	FGF5
FGF3	FGF6
FGF3	FGF11
FGF3	FGF16
FGF6	FGF4
FGF6	FGF11
FGF14	FGF5
FGF11	FGF10
FGF11	FGF16
FGF13	FGF5
FGF13	FGF7
FGF16	FGF5
FGF5	FGF2
FGF5	FGF20
FGF5	FGF7
FGF2	FGF4
ITPR1	ITPR3
ITPR1	ITPR2
ITPR3	ITPR2
GRM7	GRM5
GRM4	GRM2
GRM4	GRM3
GRM8	GRM2
GRM8	GRM1
GRM8	GRM3
GRM5	GRM2
GRM5	GRM1
LHFPL3	LHFPL6
LHFPL3	LHFPL1
PPARG	RARG
PPARG	RARA
PPARD	RARB
RARG	RARB
RARA	RARB
PPARA	RARB
SLC22A13	SLC22A3
SLC22A13	SLC22A1
SLC22A13	SLC22A2
SLC22A13	SLC22A6
SLC22A3	SLC22A25
SLC22A3	SLC22A8
SLC22A3	SLC22A11
SLC22A3	SLC22A6
SLC22A1	SLC22A8
SLC22A1	SLC22A6
SLC22A1	SLC22A25
SLC22A1	SLC22A11
SLC22A2	SLC22A8
SLC22A2	SLC22A11
SLC22A2	SLC22A6
SLC22A2	SLC22A25
SLC22A6	SLC22A14
SLC22A6	SLC22A7
SLC22A25	SLC22A7
SLC22A8	SLC22A7
SLC22A11	SLC22A7
IP6K2	IP6K3
IP6K3	IP6K1
GPX1P1	GPX6
GPX6	GPX3
FOXP1	FOXP4
FOXP1	FOXP2
FOXP4	FOXP2
VGLL3	VGLL2
CRYBG3	CRYBG1
DCBLD2	DCBLD1
GUCA1C	GUCA1A
POPDC2	BVES
FBXO40	FBXO30
FAM162A	FAM162B
CAV3	CAV1
CAV3	CAV2
SETD5	KMT2E
LHFPL6	LHFPL1
MKRN1	MKRN3
LAMB2	LAMB4
HGF	LPA
HGF	PLG
CACNA2D2	CACNA2D4
CACNA2D1	CACNA2D3
DOCK4	DOCK2
FAM3D	FAM3C
FAM3D	FAM3B
FAM3D	FAM3A
FAM3B	FAM3A
GPR27	GPR85
GPR27	GPR173
GPR85	GPR173
RAB43	RAB19
STAG1	STAG3
STAG3	STAG2
RASA2	RASA4B
RASA2	RASA4
RASA4B	RASA3
RASA4	RASA3
RASAL1	POLR2J4
CPB1	CPA5
CPB1	CPA1
CPB1	CPA2
CPB1	CPA4
CPB1	CPA6
CPA5	CPA3
CPA1	CPA3
CPA2	CPA3
CPA4	CPA3
CPA6	CPA3
TSC22D2	TSC22D4
TIPARP	PARP12
TIPARP	PARP11
PTX3	NPTX2
BCHE	ACHE
ACTL6A	ACTL6B
TRA2B	TRA2A
TFRC	TFR2
ITIH1	ITIH6
ITIH2	ITIH4
ITIH2	ITIH6
ITIH5	ITIH4
ITIH5	ITIH6
ITIH6	ITIH3
ITIH6	ITIH4
SFMBT1	SFMBT2
SFMBT1	L3MBTL4
SFMBT2	MBTD1
L3MBTL4	L3MBTL1
MBTD1	L3MBTL2
FAM107A	FAM107B
CHST2	CHST3
CHST2	CHST1
CHST2	CHST6
CHST2	CHST4
CHST2	CHST5
CHST1	CHST6
CHST1	CHST4
CHST1	CHST5
CHST6	CHST7
CHST4	CHST7
CHST5	CHST7
KCTD6	KCTD21
KCTD6	KCTD4
KCTD6	KCTD1
KCTD21	KCTD4
KCTD21	KCTD11
KCTD21	KCTD1
KCTD4	KCTD1
TMEM45A	TMEM45B
NXPE3	NXPE4
ALCAM	MCAM
ALCAM	BCAM
MCAM	BCAM
TMPRSS6	PRSS27
TMPRSS6	PRSS22
TMPRSS6	PRSS33
TMPRSS6	PRSS8
BOC	CDON
GRAMD1C	GRAMD1A
GRAMD1B	GRAMD1A
ARHGAP31	ARHGAP32
ACP3	ACP2
ACP3	ACP4
SLCO1C1	SLCO5A1
SLCO1C1	SLCO3A1
AMOTL1	AMOT
CEP63	DEUP1
CP	HEPHL1
CP	HEPH
WWTR1	YAP1
IRAK2	IRAK3
IRAK2	IRAK1
IRAK4	IRAK3
IRAK4	IRAK1
SLC6A11	SLC6A13
SLC6A6	AC133561.1
GRIP2	GRIP1
FGD6	FGD2
FGD6	FGD4
FGD6	FGD1
FGD2	FGD4
FGD2	FGD1
LYZL4	LYZ
LYZL4	SPACA3
LYZ	SPACA3
LYZ	SPACA5B
SPACA3	SPACA5B
HIGD1A	HIGD1C
HIGD1A	HIGD1B
HIGD1C	HIGD1B
SMARCC1	SMARCC2
USP11	USP19
SLC38A3	SLC38A2
SLC38A3	SLC38A4
SLC38A3	SLC38A1
SLC38A3	SLC38A8
SLC38A2	SLC38A8
SLC38A2	SLC38A5
SLC38A4	SLC38A5
SLC38A1	SLC38A8
SLC38A1	SLC38A5
CISH	SOCS2
STAB1	STAB2
NT5DC2	NT5DC3
GLT8D1	GLT8D2
LRTM1	LRTM2
GXYLT2	GXYLT1
ALDH1L1	ALDH1L2
ACKR4	GPR182
SLCO5A1	SLCO1B3
MLF1	MLF2
NEK4	NEK5
NEK4	NEK3
PPIAP72	PPIAP24
PPIAP24	PPIAP74
TFDP1	TFDP3
TRPC1	TRPC4
TRPC1	TRPC5
TRPC4	TRPC5
P2RY1	OXGR1
P2RY1	P2RY8
RAP2B	RAP2A
RAP2B	RAP2C
RAP2A	RAP2C
KPNA4	KPNA3
SLITRK3	SLITRK6
SLITRK3	SLITRK1
SLITRK3	SLITRK5
SLITRK3	SLITRK2
SLITRK3	SLITRK4
SLITRK6	SLITRK2
SLITRK6	SLITRK4
SLITRK1	SLITRK2
SLITRK1	SLITRK4
SLITRK5	SLITRK4
SLITRK5	SLITRK2
SLC7A14	SLC7A1
SLC7A14	SLC7A4
ATP11B	ATP11A
MCF2L2	MCF2L
MCF2L2	MCF2
MCF2L	MCF2
ABHD5	ABHD4
TGM4	TGM1
TGM4	TGM3
TGM1	F13A1
TGM1	TGM3
TGM3	TGM5
NFKBIZ	NFKBIA
NFKBIZ	NFKBID
NFKBIA	NFKBID
NFKBIA	BCL3
NFKBIE	NFKB1
NFKBIE	BCL3
MYH15	MYH7
MYH15	MYH6
MYH7B	MYH8
MYH7B	MYH1
MYH7B	MYH2
MYH7B	MYH3
ZDHHC7	ZDHHC21
NUDT16	NUDT16L1
NKIRAS1	NKIRAS2
NR1D2	NR1D1
LRRC3B	LRRC3C
CTNNB1	JUP
PLSCR4	PLSCR3
PLSCR3	PLSCR2
PLSCR3	PLSCR1
NLGN2	CES2
NLGN2	CES4A
BCL6	BCL6B
FGF10	FGF7
FGF10	FGF22
TNK2	TNK1
L3MBTL3	L3MBTL2
L3MBTL1	L3MBTL2
ZNF860	ZNF146
ZNF860	ZNF157
ZNF146	ZNF3
ZNF146	ZNF250
ZNF146	ZNF286A
ZNF146	ZNF134
ZNF157	ZNF3
ZNF157	ZNF786
ZNF157	ZNF286A
ZNF157	ZNF577
ZNF3	ZNF26
ZNF3	ZNF268
ZNF3	ZNF134
ZNF250	ZNF786
ZNF250	ZNF840P
ZNF286A	ZNF26
ZNF286A	ZNF268
ZNF286A	ZNF134
ZNF660	ZFP30
CADM4	CADM1
PHLDB2	PHLDB3
TGM5	TGM2
CDC25A	CDC25B
CDC25B	CDC25C
TMPRSS13	TPSG1
TMPRSS13	PRSS33
LIPH	LIPI
TTLL3	TTLL8
TIMP4	TIMP3
TIMP4	TIMP1
TIMP3	TIMP2
TIMP3	TIMP1
ZNF786	ZNF408
ZNF786	ZNF283
ZNF786	ZNF112
ZNF786	ZNF497
ZNF786	MZF1
DNASE1L3	DNASE1L1
PPP2R3A	PPP2R3B
ZBTB38	ZBTB33
MED12L	MED12
MAGEF1	MAGED2
FGF7	FGF22
NCBP2	NCBP2L
BRS3	GRPR
SLC25A31	SLC25A4
SLC25A4	SLC25A6
SLC25A6	SLC25A5
RBM46	A1CF
CPE	CPZ
CPE	CPXM2
CPE	CPN1
CPE	CPXM1
RGS12	RGS14
MSX1	MSX2
AFAP1	AFAP1L1
AFAP1	AFAP1L2
AFAP1L1	AFAP1L2
SH3TC1	SH3TC2
PCDH7	AL592490.1
PCDH1	AL592490.1
AL592490.1	PCDH11X
APBB2	APBB1
GABRA6	GLRB
GABRA6	GLRA3
GABRA6	GLRA2
GABRA6	GLRA4
GABRA3	GLRB
GABRA3	GABRP
GABRA3	GLRA1
GABRA3	GLRA3
GABRA3	GLRA4
GLRB	GABRP
GLRA3	GABRP
GLRA2	GABRP
GLRA2	GABRR2
GLRA4	GABRP
GLRA4	GABRR2
ATP10D	ATP10A
ATP10B	ATP10A
GRSF1	HNRNPH1
GRSF1	HNRNPF
GRSF1	HNRNPH2
HNRNPF	HNRNPH3
ANKRD17	ANKHD1
CDKL2	CDKL3
CNOT6L	CNOT6
CXXC4	CXXC5
PITX2	PITX1
ARSI	ARSB
SPRY1	SPRY3
LARP1B	LARP1
PCDH10	PCDHB7
PCDH10	PCDHGA1
PCDH10	PCDHB6
PCDH10	PCDHA4
PCDH10	PCDHB2
PCDH10	PCDHA6
PCDH10	PCDHB13
PCDH10	PCDHB18P
PCDH10	PCDHB5
PCDH10	PCDHB4
PCDH10	PCDH12
PCDH10	PCDHGA2
PCDH10	PCDHA1
PCDH10	PCDHB1
PCDH10	PCDHB14
PCDH10	PCDHA8
PCDH10	PCDHB3
PCDH10	PCDHB12
PCDH10	PCDHB10
PCDH10	PCDHA5
PCDH10	PCDHA7
PCDH10	PCDHB8
PCDH10	PCDHA2
PCDH10	PCDHA9
PCDH10	PCDHB15
PCDH10	PCDHB11
PCDH10	PCDH17
PCDH10	PCDH8
PCDH10	PCDH19
PCDHB7	PCDH18
PCDHB7	PCDH8
PCDHB7	PCDH17
PCDHB7	PCDH19
PCDHGA1	PCDH18
PCDHGA1	PCDH17
PCDHGA1	PCDH8
PCDHGA1	PCDH19
PCDHB6	PCDH18
PCDHB6	PCDH8
PCDHB6	PCDH17
PCDHB6	PCDH19
PCDHA4	PCDH18
PCDHA4	PCDH8
PCDHA4	PCDH17
PCDHA4	PCDH19
PCDHB2	PCDH18
PCDHB2	PCDH17
PCDHB2	PCDH8
PCDHB2	PCDH19
PCDHA6	PCDH18
PCDHA6	PCDH17
PCDHA6	PCDH8
PCDHA6	PCDH19
PCDHB13	PCDH18
PCDHB13	PCDH17
PCDHB13	PCDH8
PCDHB13	PCDH19
PCDHB18P	PCDH18
PCDHB18P	PCDH17
PCDHB18P	PCDH19
PCDHB5	PCDH18
PCDHB5	PCDH8
PCDHB5	PCDH17
PCDHB5	PCDH19
PCDHB4	PCDH18
PCDHB4	PCDH8
PCDHB4	PCDH17
PCDHB4	PCDH19
PCDH12	PCDH18
PCDH12	PCDH17
PCDH12	PCDH8
PCDH12	PCDH19
PCDHGA2	PCDH18
PCDHGA2	PCDH17
PCDHGA2	PCDH8
PCDHGA2	PCDH19
PCDHA1	PCDH18
PCDHA1	PCDH17
PCDHA1	PCDH8
PCDHA1	PCDH19
PCDHB1	PCDH18
PCDHB1	PCDH8
PCDHB1	PCDH17
PCDHB1	PCDH19
PCDHB14	PCDH18
PCDHB14	PCDH8
PCDHB14	PCDH17
PCDHB14	PCDH19
PCDHA8	PCDH18
PCDHA8	PCDH8
PCDHA8	PCDH17
PCDHA8	PCDH19
PCDHB3	PCDH18
PCDHB3	PCDH17
PCDHB3	PCDH8
PCDHB3	PCDH19
PCDHB12	PCDH18
PCDHB12	PCDH17
PCDHB12	PCDH8
PCDHB12	PCDH19
PCDHB10	PCDH18
PCDHB10	PCDH17
PCDHB10	PCDH8
PCDHB10	PCDH19
PCDHA5	PCDH18
PCDHA5	PCDH8
PCDHA5	PCDH17
PCDHA5	PCDH19
PCDHA7	PCDH18
PCDHA7	PCDH8
PCDHA7	PCDH17
PCDHA7	PCDH19
PCDHB8	PCDH18
PCDHB8	PCDH17
PCDHB8	PCDH8
PCDHB8	PCDH19
PCDHA2	PCDH18
PCDHA2	PCDH8
PCDHA2	PCDH17
PCDHA2	PCDH19
PCDHA9	PCDH18
PCDHA9	PCDH17
PCDHA9	PCDH8
PCDHA9	PCDH19
PCDHB15	PCDH18
PCDHB15	PCDH8
PCDHB15	PCDH17
PCDHB15	PCDH19
PCDHB11	PCDH18
PCDHB11	PCDH17
PCDHB11	PCDH8
PCDHB11	PCDH19
PCDH17	PCDH18
PCDH17	PCDH19
PCDH8	PCDH18
PCDH8	PCDH19
PCDH19	PCDH18
MGST2	LTC4S
MAML3	MAML1
SMAD1	SMAD3
SMAD5	SMAD9
SMAD5	SMAD3
SMAD5	SMAD2
SMAD9	SMAD3
SMAD9	SMAD2
GABRP	GABRR2
GABRP	GABRR1
TRIM60	TRIM7
TENM3	TENM1
TENM2	TENM1
TENM4	TENM1
IRF2	IRF1
PDLIM1	PDLIM2
HSP90AB3P	HSP90AB1
NFKB1	NFKB2
VEGFC	VEGFA
VEGFC	VEGFD
ENPP6	ENPP4
ENPP6	ENPP5
MYL5	MYL10
MYL5	MYL7
MYL5	MYLPF
MYL10	MYL2
MYL10	MYLPF
MYL7	MYL2
H2AZ1	H2AZ2
UBE2D3	UBE2D4
UBE2D3	UBE2D1
UBE2D4	UBE2D2
UBE2D4	UBE2D1
UBE2D1	UBE2D2
HGFAC	PLAT
HGFAC	HABP2
HGFAC	PLAU
PLAT	F12
PLAT	HABP2
PLAT	PLAU
HABP2	F12
HABP2	PLAU
PLAU	F12
SLC39A12	SLC39A4
DKK2	DKK4
DKK4	DKK1
ANK2	ANK1
ANK2	ANK3
ANK1	ANK3
SH3D19	SORBS3
SFRP2	SFRP1
SFRP2	SFRP5
FGB	FGL1
FGL1	FGG
BMP1	TLL2
TBC1D14	TBC1D12
SORCS2	SORCS1
SORCS2	SORCS3
PRKG2	PRKG1
HPSE	HPSE2
NKX6-1	NKX6-2
WDFY3	WDFY4
HERC6	HERC4
HERC4	HERC5
GRID2	GRID1
TSPAN5	TSPAN15
DDIT4L	DDIT4
CYP2U1	CYP2E1
CYP2U1	CYP2C19
CYP2U1	CYP2C9
CYP2U1	CYP2C8
PLA2G12A	PLA2G12B
LRIT3	LRIT1
LRIT3	LRFN4
LRFN4	LRFN2
LRFN4	LRRC4C
LRFN4	LRFN5
LRFN4	LRFN3
LRFN4	LRRC4B
LRFN4	LRFN1
ELOVL6	ELOVL3
SYNPO2	SYNPO2L
FAT4	CDH23
CDH23	DCHS2
NPY1R	NPY4R
STOX2	STOX1
UNC93B5	UNC93B1
PHOX2B	PHOX2A
PRSS27	PRSS8
PRSS22	PRSS8
LIN54	TESMIN
LRFN2	LRRC4C
LRFN2	LRFN5
LRFN2	LRRC4B
LRFN5	LRFN1
LRFN5	LRFN3
LRFN3	LRRC4B
LRRC4B	LRRC4
LRRC4B	LRFN1
UCP1	UCP3
UCP1	UCP2
UCP2	SLC25A30
GAB1	GAB2
GAB2	GAB3
MTNR1A	GPR50
MTNR1B	GPR50
KLF12	KLF8
KLHL5	KLHL1
KLHL5	KLHL4
KLHL1	KLHL4
SLC10A4	SLC10A2
SLC10A4	SLC10A3
SLC10A2	SLC10A6
SLC10A2	SLC10A3
ZAR1	ZAR1L
FRYL	FRY
LNX1	LNX2
AC093909.1	MTRF1
MTRF1	MTRF1L
ADAD1	ADAD2
SLC7A11	SLC7A5
SLC7A5	SLC7A7
SLC7A5	SLC7A8
SLC7A5	SLC7A6
SLC7A5	SLC7A10
SLC7A7	SLC7A6
SLC7A7	SLC7A10
SLC7A8	SLC7A6
SLC7A6	SLC7A10
PPEF2	PPEF1
TMSB4XP8	TMSB15B
TMSB15B	TMSB4X
AC004057.1	RPS26P11
RPS26P11	RPS26P3
RPS26P3	RPS26P6
RPS26P3	RPS26
OTUD4	ALG13
GPM6A	PLP1
GPM6B	PLP1
ASB5	ASB9
NR2F1	NR2E1
NR2F1	NR2F2
NR2F1	NR2F6
NR2F2	NR2F6
PPP2CA	PPP2CB
SGCD	SGCZ
SGCD	SGCG
EBF1	EBF4
EBF3	EBF4
RNF145	RNF139
RANBP17	XPO7
NKX2-5	NKX2-6
NKX2-6	NKX2-3
ZNF346	ZMAT4
ZNF346	ZMAT1
ZFR	STRBP
STRBP	ZFR2
ZFR2	ILF3
ISCA1P1	ISCA1
RNF44	RNF38
NUDT12	NUDT13
WNT8A	WNT8B
KIF20A	KIF20B
ARHGEF37	DNMBP
PANK3	PANK1
PANK3	PANK2
PANK1	PANK2
SFXN1	SFXN2
LZTS2	LZTS3
LZTS1	LZTS3
TGFBI	POSTN
CSNK1A1	CSNK1A1L
PLEKHG4B	ARHGEF40
PLEKHG4B	PLEKHG4
ARHGEF40	PLEKHG4
TPPP	TPPP2
TPPP2	TPPP3
CDH18	CDH24
CDH18	CDH13
CDH18	CDH15
CDH18	CDH11
CDH18	CDH1
CDH18	CDH8
CDH24	CDH12
CDH24	CDH10
CDH24	CDH9
CDH24	CDH6
CDH24	CDH1
CDH24	CDH15
CDH24	CDH8
CDH24	CDH5
CDH24	CDH11
CDH24	CDH7
CDH24	CDH20
CDH24	CDH19
CDH24	CDH4
CDH24	CDH22
CDH13	CDH12
CDH13	CDH10
CDH13	CDH9
CDH13	CDH6
CDH13	CDH11
CDH13	CDH15
CDH13	CDH1
CDH13	CDH8
CDH13	DSG3
CDH13	CDH19
CDH13	CDH2
CDH13	DSC1
CDH13	CDH7
CDH13	DSC2
CDH13	DSG2
CDH13	DSG4
CDH13	CDH20
CDH13	DSC3
CDH13	CDH22
CDH13	CDH26
CDH15	CDH12
CDH15	CDH10
CDH15	CDH9
CDH15	CDH6
CDH15	CDH15
CDH15	CDH19
CDH15	DSG2
CDH15	CDH20
CDH15	DSG3
CDH15	CDH7
CDH15	DSG4
CDH15	CDH26
CDH15	CDH22
CDH15	CDH11
CDH15	CDH1
CDH15	CDH8
CDH15	CDH5
CDH11	CDH9
CDH11	CDH6
CDH11	CDH2
CDH11	CDH19
CDH11	CDH7
CDH11	CDH4
CDH1	CDH12
CDH1	CDH10
CDH1	CDH9
CDH1	CDH6
CDH1	CDH19
CDH1	CDH7
CDH1	CDH20
CDH1	CDH26
CDH1	CDH22
CDH5	CDH10
CDH5	CDH19
CDH5	CDH2
CDH5	CDH7
CDH5	CDH4
CDH8	CDH12
CDH8	CDH10
CDH8	CDH9
CDH8	CDH6
CDH8	CDH20
CDH8	CDH2
CDH8	CDH7
CDH8	CDH4
CDH22	CDH2
CDH22	CDH7
CDH22	CDH19
CDH7	CDH2
CDH7	CDH4
CDH20	CDH2
CDH20	CDH4
CDH19	CDH2
CDH19	CDH4
GZMA	CTSG
GZMA	GZMB
SLC12A7	SLC12A6
ADAMTS16	ADAMTS7
ADAMTS16	ADAMTS17
ADAMTS16	ADAMTS18
ADAMTS16	ADAMTS10
ADAMTS7	ADAMTS6
ADAMTS7	ADAMTS19
ADAMTS7	ADAMTS10
ADAMTS17	ADAMTS12
ADAMTS17	ADAMTS6
ADAMTS17	ADAMTS19
ADAMTS17	ADAMTS10
ADAMTS18	ADAMTS12
ADAMTS10	ADAMTS12
ADAMTS10	ADAMTS19
SNX18	SNX33
SNX33	SNX9
ZNF366	ZNF710
ENC1	KLHL25
ANKDD1B	ANKDD1A
PDE8A	PDE7A
PDE7A	PDE7B
JMY	WHAMM
SERINC5	SERINC4
RASGRF2	RASGRF1
FAM81B	FAM81A
PCSK1	PCSK6
PCSK1	FURIN
PCSK1	PCSK4
PCSK6	PCSK4
FURIN	PCSK4
ERAP1	ANPEP
ANPEP	ERAP2
ST8SIA2	ST8SIA3
STARD4	STARD5
STARD5	STARD6
FEM1C	FEM1B
FEM1C	FEM1A
FEM1B	FEM1A
AP3S1	AP3S2
RPS17P2	RPS17
RPS17	RPS17P5
SNX24	SNX22
GRAMD2B	GRAMD2A
NKD2	NKD1
CDH2	CDH26
FST	FSTL3
ANKRA2	RFXANK
ZRSR2P1	ZRSR2
FTMT	FTHL17
FTMT	FTH1P19
FTHL17	FTL
FTH1P19	FTL
FTL	FTH1
UBE2B	UBE2A
TAF7	TAF7L
GCM2	GCM1
ADTRP	AIG1
TMEM14A	TMEM14C
TMEM14A	TMEM14B
CNPY3	CNPY4
CYP39A1	CYP7B1
CYP39A1	CYP7A1
CRISP3	CRISPLD1
CRISP3	GLIPR1
CRISP3	R3HDML
CRISPLD1	GLIPR1
R3HDML	PI16
CRISPLD2	CLEC18A
CRISPLD2	CLEC18C
